name,location,Date,Rating,Review,Image_Links,state,clean_review,review_length,word_count,priority,tolerance,cultural_norm,batch_index,sentiment,aspect,urgency
David,"Sanibel, FL","Reviewed Sept. 27, 2009",,"While in the small Starbucks in Naples, the staff were yelling at each other (not angrily) so loudly that I couldn't enjoy my drink, which was to rest and stimulate me for a long drive. I had to leave to find some peace. It was at 5 PM. This is only to complain about a ruined atmosphere. I've never had such an experience in a cafe, even on a loud street.",['No Images'],FL,while in the small  in naples the staff were yelling at each other not_angrily so loudly that i couldnt enjoy my drink which was to rest and stimulate me for a long drive i had to leave to find some peace it was at 5 pm this is only to complain about a ruined atmosphere ive never had such an experience in a cafe even on a loud street,335,69,"convenience, quality","moderate, adaptable","direct, positive",1.0,Negative,Service,Medium
Ingrid,"Orlando, FL","Reviewed March 24, 2018",1.0,"After seeing reloads on my account and then a $55 transfer, I called Starbucks customer service at 800-782-7282 and Debra advised that it will take 7-10 business days to reverse the charge off my credit account. Also, she couldn't tell me where the $55 transfer went to. Therefore, I escalated it to Shalene, supervisor, as I needed someone to resolve this charge in a more timely manner. She reiterated that since it was an online charge, it will take 7-10 business days to resolve it with my bank.",['No Images'],FL,after seeing reloads on my account and then a 55 transfer i called  customer service at 8007827282 and debra advised that it will take 710 business days to reverse the charge off my credit account also she couldnt tell me where the 55 transfer went to therefore i escalated it to shalene supervisor as i needed someone to resolve this charge in a more timely manner she reiterated that since it was an online charge it will take 710 business days to resolve it with my bank,473,87,"convenience, quality","moderate, adaptable","direct, positive",2.0,Negative,Unknown,High
Steven,"Ponte Vedra Beach, FL","Reviewed May 31, 2015",1.0,I have been entering these for a long time and just realized THEY DO NOTHING.,['No Images'],FL,i have been entering these for a long time and just realized they do nothing,76,15,"convenience, quality","moderate, adaptable","direct, positive",,,,
Bill,"Fort Myers, FL","Reviewed March 22, 2013",1.0,"I go to Starbucks often and this is the closest to my home. I most often drink iced coffee with milk. They almost always try to ""sweeten it."" I never order it sweetened, I always say nothing else after placing my order. This is not what prompted this review. Yesterday morning at about 7am, I was excited to get a ""Free"" drink and use my card on my iPhone app (yes I go a lot). When I took out the coupon and was about to ask if I could get my usual (cheaper than the drink on the coupon), the barista said someone had mass produced the coupon so Starbucks was no longer accepting it? How can you stop using a coupon with a good date on it? I didn't want to be without coffee so I bought an iced coffee with milk and they got it right; but the guy in front of me brought his back because they added sweetener without asking. This is a newer Starbucks, but it has been there long enough to not worry about 1 cup of coffee vs. losing a customer.",['No Images'],FL,i go to  often and this is the closest to my home i most often drink iced coffee with milk they almost always try to sweeten it i never order it sweetened i always say nothing else after placing my order this is not_what prompted this review yesterday morning at about 7am i was excited to get a free drink and use my card on my iphone app yes i go a lot when i took out the coupon and was about to ask if i could get my usual cheaper than the drink on the coupon the barista said someone had mass produced the coupon so  was no_longer accepting it how can you stop using a coupon with a good date on it i didnt want to be without coffee so i bought an iced coffee with milk and they got it right but the guy in front of me brought his back because they added sweetener without asking this is a newer  but it has been there long enough to not_worry about 1 cup of coffee vs losing a customer,891,182,"convenience, quality","moderate, adaptable","direct, positive",,,,
Wendy,"Austin, TX","Reviewed Aug. 31, 2017",3.0,I have not been there in a while. Last time I went the service was horrible. I got a cake ball and a steamed milk and it took forever and they forgot all about our order. I had to complain because it took 30 minutes to receive steamed milk and they were not busy or short handed.,['No Images'],TX,i have not_been there in a while last time i went the service was horrible i got a cake ball and a steamed milk and it took forever and they forgot all about our order i had to complain because it took 30 minutes to receive steamed milk and they were not_busy or short handed,275,55,"convenience, quality","moderate, adaptable","direct, feedback-oriented",,,,
Cristal,"The Woodlands, TX","Reviewed April 12, 2018",5.0,"The flat whites provided at most Starbucks stores are delicious. They are creamy and dense and if made correctly, they will leave a nice layer of foam surrounding the cup. They are also great to make latte art with.",['No Images'],TX,the flat whites provided at most  stores are delicious they are creamy and dense and if made correctly they will leave a nice layer of foam surrounding the cup they are also great to make latte art with,202,38,"convenience, quality","moderate, adaptable","direct, feedback-oriented",0.0,Positive,Product,Low
Trace,"Richmond, TX","Reviewed May 5, 2019",1.0,"I haven’t had Starbucks in a LONGGG time, but the time I went today, I got a caramel frappe and when I got home, noticed it was some sort of chocolate drink. I was really craving Starbucks today... Thanks",['No Images'],TX,i havent had  in a longgg time but the time i went today i got a caramel frappe and when i got home noticed it was some sort of chocolate drink i was really craving  today thanks,178,37,"convenience, quality","moderate, adaptable","direct, feedback-oriented",1.0,Negative,Service,Medium
Amar,"Frisco, TX","Reviewed May 10, 2015",1.0,I had a balance of around 16$ in my account. My Account was canceled without any information and my balance was not returned to me. Starbucks User Name: **,['No Images'],TX,i had a balance of around 16 in my account my account was canceled without any information and my balance was not_returned to me  user name,139,26,"convenience, quality","moderate, adaptable","direct, feedback-oriented",2.0,Negative,Unknown,High
J,"Mission, TX","Reviewed Feb. 1, 2023",2.0,I have had enough of this companies deceitful ways. A 16oz Grande and 24 oz Vente both have 2 shots of espresso. All you are paying for is more milk which weakens the taste. Logically if a grande has 2 shots then a vente should have 3. The shots have already been reduced in size over the years. Secondly Tips are based on performance...to ask us to tip before we can even finish cashing out is no right. You are pressuring us to leave a tip before we even get our coffee. What if the service stinks? I think you should go back to using a tip jar that way if the service is good we can tip and if not we can leave. I am only one person but you have lost me as a customer and I will do whatever I can to spread the word.,['No Images'],TX,i have had enough of this companies deceitful ways a 16oz grande and 24 oz vente both have 2 shots of espresso all you are paying for is more milk which weakens the taste logically if a grande has 2 shots then a vente should have 3 the shots have already been reduced in size over the years secondly tips are based on performanceto ask us to tip before we can even finish cashing out is no_right you are pressuring us to leave a tip before we even get our coffee what if the service stinks i think you should go back to using a tip jar that way if the service is good we can tip and if not_we can leave i am only one person but you have lost me as a customer and i will do whatever i can to spread the word,706,146,"convenience, quality","moderate, adaptable","direct, feedback-oriented",0.0,Negative,Unknown,High
Christopher,"Irving, TX","Reviewed July 31, 2019",1.0,Bought the cocoa cloud in a couple of locations and man what a waste of money. The last drink I got was 80-85% foam. This has been the trend. Pathetic especially since we are paying full price for the drink which is over after a couple of sips.,"['https://media.consumeraffairs.com/files/cache/reviews/starbucks_456919_thumbnail.jpg', 'https://media.consumeraffairs.com/files/cache/reviews/starbucks_456922_thumbnail.jpg']",TX,bought the cocoa cloud in a couple of locations and man what a waste of money the last drink i got was 8085 foam this has been the trend pathetic especially since we are paying full price for the drink which is over after a couple of sips,238,48,"convenience, quality","moderate, adaptable","direct, feedback-oriented",1.0,Negative,Product,High
Mark,"Kingwood, TX","Reviewed July 10, 2009",,"I have been to several Starbucks and the one in Kingwood, TX is very good at what they do. I have had very little problems. However; I have a complaint about the lids the entire company uses. A few months ago, the company changed their lids and cups. These are now crappy lids. Today, 6/10/09, I ordered a tall coffee. The lid would not stay on correctly. This is not the first time. Today, as I was about to take a drink, the lid popped off and my drink spilled all over my vehicle. I noticed the lid had also split so now it won't stay on. Does anyone know where I can write a complaint about the lids? ",['No Images'],TX,i have been to several  and the one in kingwood tx is very good at what they do i have had very little problems however i have a complaint about the lids the entire company uses a few months ago the company changed their lids and cups these are now crappy lids today 61009 i ordered a tall coffee the lid would not_stay on correctly this is not_the first time today as i was about to take a drink the lid popped off and my drink spilled all over my vehicle i noticed the lid had also split so now it wont stay on does anyone know where i can write a complaint about the lids,574,116,"convenience, quality","moderate, adaptable","direct, feedback-oriented",2.0,Positive,Service,Low
Jessica,"Stafford, TX","Reviewed April 28, 2015",1.0,"We go to the HWY 6 and Dulles Ave. Sugar Land, TX. Starbucks at least 4 times a week. Employees use to be friendly. Over the last 6 months employees have become rude with mad looks on their faces, not smiling, and not saying ""thank you."" When I go to put a top in the jar, they have already turned their backs without a ""thank you"". Whether the store is busy or slow, customer service has taken a huge nose dive into ZERO service. Also, I have been served hard pumpkin bread several times and the frappuccinos are not consistently made correctly. Do they really know the recipes? When I ask them to make one again, I get a dirty look and no apology.",['No Images'],TX,we go to the hwy 6 and dulles ave sugar land tx  at least 4 times a week employees use to be friendly over the last 6 months employees have become rude with mad looks on their faces not_smiling and not_saying thank you when i go to put a top in the jar they have already turned their backs without a thank you whether the store is busy or slow customer service has taken a huge nose dive into zero service also i have been served hard pumpkin bread several times and the frappuccinos are not_consistently made correctly do they really know the recipes when i ask them to make one again i get a dirty look and no_apology,619,119,"convenience, quality","moderate, adaptable","direct, feedback-oriented",0.0,Negative,Unknown,Medium
Margarita,"El Paso, TX","Reviewed June 6, 2008",,My daughter decided to treat me to a unique experience around 9 a.m. this morning.  Unique it was:  the two baristas were slow; one was on the phone more than necessary and taking care of drive-thru orders.  The other one was overwhelmed and it took him 30 minutes to get one order of coffee.  ,['No Images'],TX,my daughter decided to treat me to a unique experience around 9 am this morning  unique it was  the two baristas were slow one was on the phone more than necessary and taking care of drivethru orders  the other one was overwhelmed and it took him 30 minutes to get one order of coffee,284,54,"convenience, quality","moderate, adaptable","direct, feedback-oriented",1.0,Positive,Unknown,Low
Julie,"Houston, TX","Reviewed June 17, 2022",1.0,"The Starbucks coffee drinks cost a good deal of money. So when I pay for a coffee drink. I expect to get coffee, not a milkshake. But there are milkshakes hidden in the Frappuccino menu. If it is for kids. It should be labeled ""kids drinks"" or ""milkshakes."" That is just really disappointing. I ordered a Strawberry Creme Frappuccino, thinking that it was like the Strawberry funnel Cake Frappuccino, which was really good and had coffee in it. But they stopped selling that and instead there was just this disappointing strawberry milkshake that I ended up with. ",['No Images'],TX,the  coffee drinks cost a good deal of money so when i pay for a coffee drink i expect to get coffee not_a milkshake but there are milkshakes hidden in the frappuccino menu if it is for kids it should be labeled kids drinks or milkshakes that is just really disappointing i ordered a strawberry creme frappuccino thinking that it was like the strawberry funnel cake frappuccino which was really good and had coffee in it but they stopped selling that and instead there was just this disappointing strawberry milkshake that i ended up with,538,95,"convenience, quality","moderate, adaptable","direct, feedback-oriented",2.0,Negative,Price,Medium
Abdulrazaq,"Houston, TX","Reviewed May 15, 2015",1.0,"I wanted to have a tall americano with 2 espresso double shots coffee as I do usually from starbucks. I had to explain 3 times what I wanted to the guy at the cash counter until he understood. The lady who was preparing the coffee took almost 10 minutes to prepare the coffee and when told her I wanted the extra double espresso shot as I ordered she didn't like what I said, and looked at me in an intimidating, angry and rude way and talked to me like I'm ordering a coffee for the first time in my life and said ""The coffee is already made with 2 shots"" and she didn't even offer to fix this. I never experienced anything like this in my life with starbucks. I am shocked.",['No Images'],TX,i wanted to have a tall americano with 2 espresso double shots coffee as i do usually from  i had to explain 3 times what i wanted to the guy at the cash counter until he understood the lady who was preparing the coffee took almost 10 minutes to prepare the coffee and when told her i wanted the extra double espresso shot as i ordered she didnt like what i said and looked at me in an intimidating angry and rude way and talked to me like im ordering a coffee for the first time in my life and said the coffee is already made with 2 shots and she didnt even offer to fix this i never experienced anything like this in my life with  i am shocked,645,130,"convenience, quality","moderate, adaptable","direct, feedback-oriented",,,,
Shanda,"Abilene, TX","Reviewed July 14, 2021",1.0,"I have family members who are police officers so...yeah there's that. You don't have any sugar free options in fraps, and your paper straws get soggy in seconds. I'm done overpaying just to sip through soggy paper straws. Starbucks treatment of police officers, their sugar free options, and their straws SUCK!",['No Images'],TX,i have family members who are police officers soyeah theres that you dont have any sugar free options in fraps and your paper straws get soggy in seconds im done overpaying just to sip through soggy paper straws  treatment of police officers their sugar free options and their straws suck,288,50,"convenience, quality","moderate, adaptable","direct, feedback-oriented",,,,
Robert,"Georgetown, TX","Reviewed July 7, 2019",1.0,"Treats customers rudely and insensitive to common moral fabric values. I cannot believe the company can treat people so rudely just because of the way they were dressed because they didn't agree with their ideas and image? Give me a break.. I thought Starbucks was supposed to be a welcoming place. The coffee is served too hot, and tastes burned. It is overpriced.",['No Images'],TX,treats customers rudely and insensitive to common moral fabric values i cannot believe the company can treat people so rudely just because of the way they were dressed because they didnt agree with their ideas and image give me a break i thought  was supposed to be a welcoming place the coffee is served too hot and tastes burned it is overpriced,347,62,"convenience, quality","moderate, adaptable","direct, feedback-oriented",,,,
chelsie,"Portland, TX","Reviewed July 26, 2014",1.0,"This morning, I woke up early to go fishing and I got to Starbucks at 5:50 and the store in Portland, Texas opens at 5:30. So I pulled through the drive thru and nobody answered. I drove around to the front and tried to walk into the front and the doors are locked and the manager is standing there just looking at me. So I pulled back through the drive thru and I called the store and she ignored my call, so I proceeded to knock on the window and she said, ""We're closed"", in a very snappy manner. I said, ""It's 5:50"" and she said ""sorry about it"". This manager is very rude, and always is. Her last name is **.",['No Images'],TX,this morning i woke up early to go fishing and i got to  at 550 and the store in portland texas opens at 530 so i pulled through the drive thru and nobody answered i drove around to the front and tried to walk into the front and the doors are locked and the manager is standing there just looking at me so i pulled back through the drive thru and i called the store and she ignored my call so i proceeded to knock on the window and she said were closed in a very snappy manner i said its 550 and she said sorry about it this manager is very rude and always is her last name is,576,120,"convenience, quality","moderate, adaptable","direct, feedback-oriented",0.0,Negative,Unknown,High
Ruby,"San Antonio, TX","Reviewed April 8, 2012",2.0,"tried everything to make it right. Still, nothing worked. First, I want to say that the same cup of coffee is being served more in Texas than in California. And it's not in just some spots, it's mostly all over Texas! Why do these people make less per hour in Texas when they actually charge more? And this is the sad part. I pay more for a bad cup of coffee for over five months that I've been back in Texas. I can't get a Caramel Macchiato that is worth drinking even if my life depends on it. I have gone to five different locations, but I give up. I was willing to pay to have a tasty cup of coffee even though I thought the price was too high!",['No Images'],TX,tried everything to make it right still nothing worked first i want to say that the same cup of coffee is being served more in texas than in california and its not_in just some spots its mostly all over texas why do these people make less per hour in texas when they actually charge more and this is the sad part i pay more for a bad cup of coffee for over five months that ive been back in texas i cant get a caramel macchiato that is worth drinking even if my life depends on it i have gone to five different locations but i give up i was willing to pay to have a tasty cup of coffee even though i thought the price was too high,630,129,"convenience, quality","moderate, adaptable","direct, feedback-oriented",1.0,Negative,Unknown,High
Denise,"Mckinney, TX","Reviewed Jan. 20, 2022",5.0,"I would like to give a huge shoutout to the Starbucks employees at the Kroger location in Plano, Tx. at Coit and Hwy 121. All of their employees are super friendly, efficient and always remember my drink combo. Me and my husband have been going to that Starbucks for six years now and we love our Baristas. Most days, there is only one Barista tending to the store but they are always efficient and seem to do an amazing job single handedly. I would like to give a special shoutout to Michelle, she always greets me with a smile and a funny story, which makes my day amazing. Thank you Michelle for always being my ray of sunshine first thing in the morning.",['No Images'],TX,i would like to give a huge shoutout to the  employees at the kroger location in plano tx at coit and hwy 121 all of their employees are super friendly efficient and always remember my drink combo me and my husband have been going to that  for six years now and we love our baristas most days there is only one barista tending to the store but they are always efficient and seem to do an amazing job single handedly i would like to give a special shoutout to michelle she always greets me with a smile and a funny story which makes my day amazing thank you michelle for always being my ray of sunshine first thing in the morning,628,121,"convenience, quality","moderate, adaptable","direct, feedback-oriented",2.0,Positive,Service,Low
Pati,"Texas City, TX","Reviewed Jan. 5, 2018",5.0,The Texas City Starbucks has the best people working. They are always friendly and helpful. But the morning staff goes above and beyond even at their busiest times! Food is excellent.,['No Images'],TX,the texas city  has the best people working they are always friendly and helpful but the morning staff goes above and beyond even at their busiest times food is excellent,170,30,"convenience, quality","moderate, adaptable","direct, feedback-oriented",0.0,Positive,Service,Low
Samantha,"Arlington, TX","Reviewed June 9, 2015",2.0,I just wanted to say that the Red Velvet Cake frappe I got yesterday was absolutely disgusting! I LOVE Red Velvet Cake items but this tasted like nasty old milk with a chemical flavor. I am SO disappointed in what I received which is sad because I was really excited about the new flavors!,['No Images'],TX,i just wanted to say that the red velvet cake frappe i got yesterday was absolutely disgusting i love red velvet cake items but this tasted like nasty old milk with a chemical flavor i am so disappointed in what i received which is sad because i was really excited about the new flavors,286,54,"convenience, quality","moderate, adaptable","direct, feedback-oriented",1.0,Negative,Product,Medium
Helen,"Wichita Falls, TX","Reviewed Sept. 13, 2023",5.0,"Amber and LaDonna at the Starbucks on Southwest Parkway are always so warm and welcoming. There is always a smile in their voice when they greet you at the drive-thru. And their customer service is always spot-on, they always get my order right and with a smile. I would actually give them more than 5 stars if they were available.",['No Images'],TX,amber and ladonna at the  on southwest parkway are always so warm and welcoming there is always a smile in their voice when they greet you at the drivethru and their customer service is always spoton they always get my order right and with a smile i would actually give them more than 5 stars if they were available,315,59,"convenience, quality","moderate, adaptable","direct, feedback-oriented",2.0,Positive,Service,Low
Daniel,"Humble, TX","Reviewed July 18, 2013",1.0,"I have been having issues with this STARBUCKS location in Humble TX 1501 FM1960. I always order my coffee at 110 degree so it is not too hot for me to drink. There is one particular person who always makes it too hot. This time it was very hot and I was unaware because of the out shield holder. So I took a big drink and scalded my mouth and throat and spitted out the coffee all over my car and spilled the other portion on my lap. I turned my car around to tell them something. When I approached the girl she said it has nothing to do with her and I have nothing to complain about. I became very angry and told her this better not ever happen again. Then once more she gave my wife and I another incident. This time I called the Starbucks number and notified the regional manager and they told me they would send me a $25 gift card. However, this is not justice... This girl owes my wife and I a sincere apology or she should be fired.",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_4900_thumbnail.jpg'],TX,i have been having issues with this  location in humble tx 1501 fm1960 i always order my coffee at 110 degree so it is not_too hot for me to drink there is one particular person who always makes it too hot this time it was very hot and i was unaware because of the out shield holder so i took a big drink and scalded my mouth and throat and spitted out the coffee all over my car and spilled the other portion on my lap i turned my car around to tell them something when i approached the girl she said it has nothing to do with her and i have nothing to complain about i became very angry and told her this better not_ever happen again then once more she gave my wife and i another incident this time i called the  number and notified the regional manager and they told me they would send me a 25 gift card however this is not_justice this girl owes my wife and i a sincere apology or she should be fired,904,181,"convenience, quality","moderate, adaptable","direct, feedback-oriented",0.0,Negative,Unknown,Medium
Lloyd,"Fort Worth, TX","Reviewed Oct. 8, 2022",1.0,Company continues to raise prices when they have been generating revenue for years. They don't pay or take care of their employees well at all and they continue to lay off employees. Will never get my business.,['No Images'],TX,company continues to raise prices when they have been generating revenue for years they dont pay or take care of their employees well at all and they continue to lay off employees will never get my business,206,37,"convenience, quality","moderate, adaptable","direct, feedback-oriented",1.0,Negative,Price,Medium
Sara,"San Antonio, TX","Reviewed Sept. 2, 2020",5.0,"As soon as he sees me walk in the door he has my croissant warming up. This group is always nice, friendly, and knowledgeable, they work very well as a team, great job!!!! They all know my name, I feel at home.",['No Images'],TX,as soon as he sees me walk in the door he has my croissant warming up this group is always nice friendly and knowledgeable they work very well as a team great job they all know my name i feel at home,199,42,"convenience, quality","moderate, adaptable","direct, feedback-oriented",2.0,Positive,Service,Low
Alyssa,"Sunnyvale, TX","Reviewed Sept. 14, 2023",1.0,We had to correct them on our order 3 times. They never got it right then the manager came over to us and said we made her employee uncomfortable because we were trying to correct our order. The manager tried was racist against my stepmom (Chinese) taking over her but when I (**) would talk she would stop talking and listen to me.,['No Images'],TX,we had to correct them on our order 3 times they never got it right then the manager came over to us and said we made her employee uncomfortable because we were trying to correct our order the manager tried was racist against my stepmom chinese taking over her but when i  would talk she would stop talking and listen to me,323,62,"convenience, quality","moderate, adaptable","direct, feedback-oriented",0.0,Negative,Service,High
V,"Houston, TX","Reviewed Feb. 7, 2015",1.0,"Online order # ** has been the most difficult ordering experience ever! I placed an order and as of today January 13, 2014, I have not received it. I contacted Starbucks.com on January 09, 2014 with no reply. I contacted Starbucks on January 13, 2014 and I was informed that my order can't be fulfilled. I asked to speak to a Manager and one was not available. Why does your company offer product that can't be fulfilled to their Customers? I will be awaiting an immediate response for your company to fulfill this order as promised.",['No Images'],TX,online order   has been the most difficult ordering experience ever i placed an order and as of today january 13 2014 i have not_received it i contacted com on january 09 2014 with no_reply i contacted  on january 13 2014 and i was informed that my order cant be fulfilled i asked to speak to a manager and one was not_available why does your company offer product that cant be fulfilled to their customers i will be awaiting an immediate response for your company to fulfill this order as promised,498,90,"convenience, quality","moderate, adaptable","direct, feedback-oriented",1.0,Negative,Unknown,High
Jeffory,"Spring, TX","Reviewed Sept. 12, 2016",5.0,"Every Sunday morning I go into the Starbucks near our church and continue to be delighted with their service and coffee. Jameslyn has been my barista it seems like since Day One. She has been tremendous, always knowing exactly how I like my coffee and asking how my week was. She and the others there have been super-friendly. It's like going to a friend's house every weekend.",['No Images'],TX,every sunday morning i go into the  near our church and continue to be delighted with their service and coffee jameslyn has been my barista it seems like since day one she has been tremendous always knowing exactly how i like my coffee and asking how my week was she and the others there have been superfriendly its like going to a friends house every weekend,359,66,"convenience, quality","moderate, adaptable","direct, feedback-oriented",2.0,Positive,Unknown,Low
Vicki,"Haltom City, TX","Reviewed May 22, 2023",1.0,"This past Sunday, 5/21/2023 we went through the drive in and bought 2 Double smoked breakfast sandwiches, expecting it to have back and Gruyere cheese and an egg. They did not. We got 2 buns pasted together with unidentifiable something. We were on the road somewhere or I would have turned around and returned them. I know their food comes pre packaged and only warmed at the store, so I fault the company for falsely selling food that does not meet the picture on display at the ordering kiosk. Just how many millions does Starbucks need to make on a daily basis? Their food is already overpriced. I mean, how much does 1 egg, 1 small slices of bacon and cheese cost?",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_801697_thumbnail.jpeg'],TX,this past sunday 5212023 we went through the drive in and bought 2 double smoked breakfast sandwiches expecting it to have back and gruyere cheese and an egg they did not we got 2 buns pasted together with unidentifiable something we were on the road somewhere or i would have turned around and returned them i know their food comes pre packaged and only warmed at the store so i fault the company for falsely selling food that does not_meet the picture on display at the ordering kiosk just how many millions does  need to make on a daily basis their food is already overpriced i mean how much does 1 egg 1 small slices of bacon and cheese cost,645,120,"convenience, quality","moderate, adaptable","direct, feedback-oriented",0.0,Negative,Unknown,Medium
Ada,"Porter, TX","Reviewed Jan. 12, 2015",3.0,"I go to Starbucks almost every day (mornings mostly) and the service is top notch; they are friendly and hardly ever get it wrong even though they are so busy. Although when I go in the evening (which I usually do on my day off) it is almost always wrong even though they are hardly ever busy. I really hate having to go back to fix it because I feel like I'm being a bother and when they do fix it, sometimes it's still wrong-but close enough- so I take my victories where I can get them. Overall they are very nice (even in the evening).",['No Images'],TX,i go to  almost every day mornings mostly and the service is top notch they are friendly and hardly ever get it wrong even though they are so busy although when i go in the evening which i usually do on my day off it is almost always wrong even though they are hardly ever busy i really hate having to go back to fix it because i feel like im being a bother and when they do fix it sometimes its still wrongbut close enough so i take my victories where i can get them overall they are very nice even in the evening,514,105,"convenience, quality","moderate, adaptable","direct, feedback-oriented",1.0,Positive,Service,Low
English,"Houston, TX","Reviewed Oct. 3, 2009",,"Why am I leaving this store (# 06486; 10/03/09 at 7:31 am) carrying my new coffee press by the handle? I should be carrying this product in a bag or at least in its original packaging. Instead, I’ve been forced to buy the display coffee press and walk out like a thief who has just shoplifted because Starbuck employees couldn’t be bothered to serve me properly. There were three Starbucks employees (no other customer but me) and not one of them can exhibit any modicum of respect? There was no greeting when I entered. They simply can’t be bothered to attend to this sale correctly. It was all too much effort for any of them to respond to a customer’s needs. One of the female workers actually rolled her eyes when I declined a coffee sample - rolled her eyes! The male employee had to say to her, “She said no,” talking about me whilst I’m standing there and then laughed.",['No Images'],TX,why am i leaving this store  06486 100309 at 731 am carrying my new coffee press by the handle i should be carrying this product in a bag or at least in its original packaging instead ive been forced to buy the display coffee press and walk out like a thief who has just shoplifted because starbuck employees couldnt be bothered to serve me properly there were three  employees no_other customer but me and not_one of them can exhibit any modicum of respect there was no_greeting when i entered they simply cant be bothered to attend to this sale correctly it was all too much effort for any of them to respond to a customers needs one of the female workers actually rolled her eyes when i declined a coffee sample  rolled her eyes the male employee had to say to her she said no talking about me whilst im standing there and then laughed,838,155,"convenience, quality","moderate, adaptable","direct, feedback-oriented",2.0,Negative,Unknown,High
Chris,"Mesquite, TX","Reviewed April 20, 2023",1.0,"For me to come on here and leave a review for your store on town east (New store beside HS) y'all need to do better! Tell your employees to stay off their phones and put effort into doing their jobs or employ people that actually want to work! I waited patiently for my coffee as did everyone else but my frappe tasted like crap! I don't drink Starbucks very often and if I do I go to the one on military and never had an issue there whatsoever l! BUT TODAY, I happen to be in the town east area and decided to treat myself to a frappe! Unfortunately it tasted like crap, and seeing an employee on their phone after receiving my coffee irritated me cause if they put as much attention into doing their job as they do their phone it probably would get them more than one star!!",['No Images'],TX,for me to come on here and leave a review for your store on town east new store beside hs yall need to do better tell your employees to stay off their phones and put effort into doing their jobs or employ people that actually want to work i waited patiently for my coffee as did everyone else but my frappe tasted like crap i dont drink  very often and if i do i go to the one on military and never had an issue there whatsoever l but today i happen to be in the town east area and decided to treat myself to a frappe unfortunately it tasted like crap and seeing an employee on their phone after receiving my coffee irritated me cause if they put as much attention into doing their job as they do their phone it probably would get them more than one star,754,150,"convenience, quality","moderate, adaptable","direct, feedback-oriented",0.0,Negative,Unknown,Medium
Robert,"Houston, TX","Reviewed Sept. 20, 2010",,"One aspect of Starbucks corporate strategy in curtailing the excess bureaucratic management at the regional and district levels with the retail stores operations is that it exposes the corporation to the fragility of professional management of their retail stores. Not only do the retail store manager's lack of professional managerial skills become more exposed to the working partners, it also can have a negative impact at the register.",['No Images'],TX,one aspect of  corporate strategy in curtailing the excess bureaucratic management at the regional and district levels with the retail stores operations is that it exposes the corporation to the fragility of professional management of their retail stores not_only do the retail store managers lack of professional managerial skills become more exposed to the working partners it also can have a negative impact at the register,426,66,"convenience, quality","moderate, adaptable","direct, feedback-oriented",1.0,Mixed,Unknown,Low
Gamal,"Spring, TX","Reviewed Sept. 23, 2015",1.0,"I ordered Caramel Frappuccino from the Starbucks inside the store and found a very long hair hanging inside the cup. The staff never apologize and told us this is not his and he blamed us. Well the manager, he was extremely rude and racism and came, ask us to leave the store or he will call the staff to take us out of the store by force.",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_36178_thumbnail.jpg'],TX,i ordered caramel frappuccino from the  inside the store and found a very long hair hanging inside the cup the staff never apologize and told us this is not_his and he blamed us well the manager he was extremely rude and racism and came ask us to leave the store or he will call the staff to take us out of the store by force,325,65,"convenience, quality","moderate, adaptable","direct, feedback-oriented",2.0,Negative,Unknown,Medium
Araceli,"Mission, TX","Reviewed Dec. 30, 2013",1.0,"The other day, Dec. 28th 2013, my son and I bought a caramel frappuccino and a slice of bread, at Starbucks. I was drinking the coffee heading back home and I ate a bite of the bread. We stop at a Dollar Store and when I was at the register, my stomach started feeling upset and my body was shaking. I got on my car and started driving back home. I had to pull aside. I was throwing up continuously on my car. After I finish throwing up, my lips started feeling numb and I rush to get home and change because I was covered in vomit. When I arrive home, my eye and face were swollen. My hand and body had a rash so I rushed myself to the hospital. When I arrive to the hospital, I had difficulty breathing. At the hospital, they had to give me three different IV's to get the rash and symptoms down. I told the doctor that after 25 min that I drank the coffee, I started feeling sick and he told me that I had food poison by something in the coffee. ",['No Images'],TX,the other day dec 28th 2013 my son and i bought a caramel frappuccino and a slice of bread at  i was drinking the coffee heading back home and i ate a bite of the bread we stop at a dollar store and when i was at the register my stomach started feeling upset and my body was shaking i got on my car and started driving back home i had to pull aside i was throwing up continuously on my car after i finish throwing up my lips started feeling numb and i rush to get home and change because i was covered in vomit when i arrive home my eye and face were swollen my hand and body had a rash so i rushed myself to the hospital when i arrive to the hospital i had difficulty breathing at the hospital they had to give me three different ivs to get the rash and symptoms down i told the doctor that after 25 min that i drank the coffee i started feeling sick and he told me that i had food poison by something in the coffee,916,189,"convenience, quality","moderate, adaptable","direct, feedback-oriented",0.0,Negative,Unknown,Medium
Mark,"Pearland, TX","Reviewed April 3, 2021",1.0,"Personnel handling multiple cups of coffee and touching objects and money and then touching my lid where I have to put my mouth to drink from. Not practicing covid-19 protocol. A person said, ""well we wash our hands."" They do not wash their hands in between every transaction.",['No Images'],TX,personnel handling multiple cups of coffee and touching objects and money and then touching my lid where i have to put my mouth to drink from not_practicing covid19 protocol a person said well we wash our hands they do not_wash their hands in between every transaction,268,46,"convenience, quality","moderate, adaptable","direct, feedback-oriented",1.0,Negative,Cleanliness,Medium
